description,title,image,brand,price,asin
"[""Back when civilization began, there was date syrup. Stone tablets containing the earliest documented recipes in existence portray this flowing fruit of the date palm as an essential sweetener in the ancient world. It was, and still is, a delectable, complex fruit syrup with a variety of uses and nutritional benefits. Its uses are many. The syrup's rich flavor makes for an ideal substitution to processed sugar in your favorite baking and cooking recipes. Use it also as a topping with anything that would normally go with honey or syrup. The benefits are also numerous. A mineral content including potassium, magnesium and iron, make this a great alternative to sweeten up recipes without adding sugar. Pour it over waffles or french toast. Dollop on greek yogurt or coconut ice cream. Drizzle over goat cheese and crostini. Use as an alternative to sugar in baking and cooking. Now you're in business."", 'This product is addictive.', 'To substitute sugar in cooking or baking, as a topping on ice cream, pancakes, waffles, french toast, greek yogurt!', 'TRUE', 'Drizzle it on something yummy or straight into your mouth!', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Date Lady Date Syrup Organic Pure Squeeze Bottle, 12 oz",[],Date Lady,7.99,B00MWDAQFW
"['', '<b>Mlange Original</b>', 'Mlange Original (Cajun French for Original Blend) gourmet beef jerky is marinated and dried, not smoked!!', 'It comes in 1.5 ounce single serving vacuum sealed packets, which maintain the original freshness. Made from lean beef, never fatty meat. A tender and juicy meat snack that is not only healthy, but also remarkably great tasting. Not salty, never too sweet or too spicy, it\'s just right. It supports the phrase, ""Cajun don\'t have to mean hot.""', 'The premium meat, along with the unique and distinctive seasoning blend is a mixture of several different seasonings that are common in south Louisiana cooking on a daily basis. Enjoy the most robust and exciting beef jerky ever created.', '<b>Satisfaction Guaranteed</b>', 'You Are Always Covered By Our Satisfaction Guarantee - Our jerky will never be too hard, too tough, too dried out, stringy, crumbly, or otherwise unacceptable upon receipt. If you ever have any issues with your purchase, let us know immediately and allow us to rectify the situation to your liking! We care about each and every customer, and we appreciate the opportunity to make a lasting impression through the unique taste of our beef jerky, and that is exactly what we intend to do!', '<b>Note:</b> This item has <b>limited-time pricing</b> and a <b>limited quantity</b>', '<b>Click ""Add to Cart"" NOW and Claim Today\'s Limited-Time Price With Your Satisfaction Guarantee!</b>', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']",Bayou Blend Cajun Style Gourmet Beef Jerky - Premium Quality Lean Beef - High Protein Healthy Meat Snack - Choose From 4 Awesome Flavors (M&eacute;lange Original 15 Oz),[],Bayou Blend Meat Snacks,47.66,B00MXDM3IO
"['Turn over a new leaf with Vega Protein & Greens. Enjoy effortless nutrition with 20 grams plant-based protein, veggies and greens, 0 grams sugars, and 110-120 calories. Sweeten your day with this Non-GMO Project verified, gluten-free, and vegan certified shake. Enjoy Vega Protein & Greens in delicious Vanilla, Chocolate, Berry, Natural, Coconut Almond, and Tropical flavors.How to use -Stir it up!Add 1 serving of Vega Protein & Greens to an empty glass. Pour in 1 cup (8 fl. oz) ice-cold water and mix well.Blend it!For a satisfying start to your day, blend one serving of Vega Protein & Greens into your favorite smoothie recipe. For blendspiration check out our Recipe Center.Bake it!Yes, you can bake with Vega Protein & Greens! Swap Vega Protein & Greens for 1/8 to 1/4 of the flour in sweet baking recipes. Find everything from pancakes and waffles to cookies made with Vega Protein & Greens in our Recipe Center.', 'By Vega']","Vega Protein &amp; Greens, Plant Protein Shake, Vanilla,net weight 26.8 ounce,25 servings","['https://images-na.ssl-images-amazon.com/images/I/51wzWYmPf2L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51zCZ5fFH9L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/3170DldIZDL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51eK6OvNfqL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51YL%2BJmRNaL._SS40_.jpg']",Vega,31.88,B00MYRXIIS
"['', ""Smartfood brand's fresh-tasting, light-textured Smartfood popcorn varieties always seem to keep the fun popping. In our book, being smart is always in great taste."", 'Popcorn, Vegetable Oil (Corn, Canola and/or Sunflower Oil), Cheddar Cheese (Milk, Cheese Cultures, Salt, Enzymes), Whey, Buttermilk, and Salt. CONTAINS MILK INGREDIENTS', 'Ready To Eat', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Smartfood Popcorn, White Cheddar Cheese, 9 oz","['https://images-na.ssl-images-amazon.com/images/I/61SNjQ8ZJnL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51HiK6yivKL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51tMqebf%2BbL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51nTpkT1ItL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31GGmp69YXL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51J5LNEqf-L._SS40_.jpg']",Smartfood,25.203335254139688,B00N0X0TF0
"['Find your new favorite coffee flavor by trying out a Single Cup Coffee Pods Sample Box. Buy a sample box for $9.99 and get $9.99 towards your next <a href=""//www.amazon.com/s?rh=i%3Agrocery%2Cn%3A16310101%2Cn%3A!16310211%2Cn%3A16310231%2Cn%3A16318031%2Cp_6%3AATVPDKIKX0DER%2Cp_n_theme_browse-bin%3A5710861011|6677536011&bbn=16318031&sort=featured-rank&hidden-keywords=-B00N1NBU6Q+-cocoa&ie=UTF8"">coffee</a> purchase. This box contains ten or more coffee pods of various brands and flavors. Samples may vary by customer based on availability. <br> Terms and Conditions: <br>  Offer expires at 11:59 p.m. (PT) October 31, 2016. <br>  Offer only applies to products sold by Amazon.com.<br>  Offer does not apply to digital content.<br>  Offer good while supplies last.<br>  Shipping charges and taxes may apply to discounted and free promotional items.<br>  Offer limited to one per customer and account.<br>  Taxes, shipping and handling, and gift wrap charges do not apply when determining minimum purchase amount.<br>  The maximum benefit you may receive from this offer is $9.99.<br>  You will receive an e-mail from Amazon that indicates the dollar amount of the promotional credit and that the dollar amount of the credit has been added to your customer account. The e-mail will also provide instructions on how to redeem the promotional credit.<br>  Promotional credit expires at 11:59 p.m. (PT) December 31, 2016.<br>  Promotional credit only applies to purchase of select coffee products shipped and sold by Amazon.com. <br>  Amazon reserves the right to modify or cancel the offer at any time.<br>  Offer is non-transferable and may not be resold.<br>  Offer discount will be allocated proportionally among all promotional items in your order.<br>  If any of the products or content related to this offer are returned, your refund will equal the amount you paid for the product or content, subject to applicable refund policies.<br>  If you violate any of these terms, the offer will be invalid.<br>  Unless an Amazon Gift Card is the stated benefit of the promotion, promotional codes (including those placed directly in accounts) may not be redeemed for Amazon Gift Cards.<br>', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Single Cup Coffee Pods Sample Box, 10 or More Samples ($9.99 credit with purchase)",[],Amazon,25.203335254139688,B00N1NBU6Q
"['- The Bread or Tortilla Alternative <br /> - Non-GMO project verified/non-GMO package <br /> - Contains NO Gluten, Dairy, Egg, Soy, Tree Nuts, Peanuts or Corn <br /> - Raw, Vegan &amp; Alkaline <br /> - Convenient for Work, School and Travel <br /> - Storage &amp; consumption near room temperature is optimal <br /> - May be refrigerated unfilled &amp; covered <br /> - Keep away from dry circulating air over long periods of time <br /> - Avoid direct sunlight &amp; DO NOT FREEZE <br /> <br /> Improveat is a provider of pure, unadulterated food that acts on the belief What You Eat Matters! We have merged the wisdom, science and pleasure of real food with continuous positive intent. <br /> <br />  Improveat believes that food is medicine and illness begins with nutritional deficiencies. In order to support wellness and fight disease we need clean food from a clean environment. Therefore, we are committed to unlocking the value of food by combining the ancient wisdom about nourishment with nutrient-rich ingredients and safe preparation techniques.  Improveat has taken a stand to fight for the health and wellness of current and future generations. It is going to take a concerted effort on the part of many to overturn the status quo in the food industry that has historically valued price per pound instead of nutrition per calorie. We represent a paradigm shift in the way food is grown, handled and packaged. We expect you to hold us accountable to our standards because we believe What You Eat Matters! Please note: The Pure Wraps can be refrigerated though it is not necessary. It is best to consume The Pure Wraps soon after food is placed inside (depending upon moisture level)', 'Coconut Meat, Coconut Water and Himalayan Salt', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Pure Wraps, Paleo Coconut Wraps, Original Flavor, 8 Count (2 Packs of Four Wraps)","['https://images-na.ssl-images-amazon.com/images/I/51ECSK1S7eL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31%2BCESe7OAL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51EeMY3zaoL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41U22bx%2BsaL._SS40_.jpg']",Improveat,11.99,B00N26M4L2
"['<!-- -->', '<!-- -->', 'Certified Organic, Certified, Gluten Free, Certified Kosher, Certified Vegan, Certified Non-GMO, Wholegrain Stamp Certified', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Rhythm Superfoods Kale Chips, Variety Pack, Original/Zesty Nacho/Kool Ranch/Mango Habanero, Organic and Non-GMO, 2 Oz (Pack of 4), Vegan/Gluten-Free Superfood Snacks","['https://images-na.ssl-images-amazon.com/images/I/61dIQE0AkhL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/513ZKv6RsML._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/3175PGhY%2BEL._SS40_.jpg']",Rhythm Superfoods,25.203335254139688,B00N2RRWQ8
"['Committed to producing the finest quality rice and rice products for your family. Since 1937, the Lundberg family has been growing healthy, great tasting rice while respecting and sustaining the earth. Today, the third and fourth generations carry on the family heritage by using eco-positive farming methods that produce wholesome, healthful rice, rice cakes, rice chips, and risottos while improving and protecting the environment for generations to come.', ""'ORGANIC SPROUTING GRAIN BROWN RICE, ORGANIC SPROUTED WHOLE GRAIN RED RICE, ORGANIC SPROUTED WHOLE GRAIN BLACK RICE.'"", 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Lundberg Organic Sprouted Tri-Color Blend Rice, 16 Ounce","['https://images-na.ssl-images-amazon.com/images/I/51QXhOa%2BKHL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31bGLARO9aL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51C-S2RXrdL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41DJcKIG5LL._SS40_.jpg']",Lundberg,25.203335254139688,B00N3B0WGA
"['Premium Chunk Chicken Breast Packed in Water', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']",6 - 12.5oz Cans Premium Chunk Chicken Breast Packed in Water Kirkland,"['https://images-na.ssl-images-amazon.com/images/I/51IA66eGnIL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/3171pLL%2BU0L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41llyfpLCOL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51KIjeGfQxL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/3160QDMNvlL._SS40_.jpg']",Kirkland Signature,20.47,B00N6XOONC
"[""Botan is an extra fancy Calrose medium grain rice grown with the rice fertile soil and crystal clear water of California. Its tender texture and delicate flavor make it versatile for all cuisines. Enjoy Botan, one of JFC's longest selling and reasonably priced rice products."", ""'MILLED RICE.'"", 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Botan Musenmai Calrose Rice, 5 Pound","['https://images-na.ssl-images-amazon.com/images/I/41iijHyPqHL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Woc%2BU96eL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41N%2BdksWK%2BL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/318GiEqrnoL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Df2P9fhvL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31xy5nBwjwL._SS40_.jpg']",Botan,25.203335254139688,B00N9BWFVE
"['Mount Hagen Organic Coffee- 3.53 oz jar', '100% organic coffee', 'Makes approximately 60 servings per jar.Hot: Use one level teaspoonful per cup. Add boiling water and stir.Iced: Place one level teaspoonful in a glass. Fill half full with cold water, stir. Add ice and serve.Serving suggestion: Use milk or soy milk instead of water for a delicious latte taste.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Mount Hagen Organic Freeze Dried Instant Coffee, 3.53 oz","['https://images-na.ssl-images-amazon.com/images/I/51o%2BCgOtTSL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41J0gLcVppL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/511mu4Bk%2BtL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51HfHe9ssRL._SS40_.jpg']",Mount Hagen,11.82,B00N9TYGVS
"[""Experience the delightful texture and clean aroma of this truly raw, uniquely energizing pure. An excellent source of protein and is high in Vitamin E and Manganese.Add to fruit shakes, cereal, confections or eat right out of the jar...sublime! Made in a facility that processes tree nuts and soy, but DOES NOT process any peanuts, gluten, dairy or GMO's. Organic, Macrobiotic, Vegan, Raw, Kosher, Gluten-Free"", '100% organic raw coconut.Made in a facility that processes tree nuts and soy', 'Refrigeration not recommended. Artisana Coconut Butter is solid when cool. To spread, simply warm jar to around 85 degrees F or until soft, mix well - Enjoy!', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']",Artisana Organics - Pure Organic Raw Coconut Butter (14 oz),"['https://images-na.ssl-images-amazon.com/images/I/61fr5yWooeL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51S6vYHEdDL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51WR2NQzSyL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51vKK7udfJL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51lWCrtGuYL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51RC7UIzN8L._SS40_.jpg']",Artisana,12.84,B00NAMDECG
